Variety,GB Grade,Area (hectare),County,Producer
ATLANTIC,S,6,Aberdeen,Strathmore Potatoes Ltd
CARA,SE,6.6,Perth,Cononsyth Farms Limited
MARIS PIPER,S,7.3,Perth,Cononsyth Farms Limited
SAXON,S,6.1,Angus,Cygnet Potato Breeders Ltd
CARA,E,7,Angus,Cononsyth Farms Limited
SAXON,S,3.6,Angus,Cygnet Potato Breeders Ltd
ROOSTER,S,9.5,Ross,IPM Potato Group Ltd
SAXON,S,1.3,Angus,Cygnet Potato Breeders Ltd
CARA,S,0.4,Angus,Cononsyth Farms Limited
CARA,SE,9,Aberdeen,IPM Potato Group Ltd
MELODY,PB,0.056,Ross,Meijer Potato UK
CARA,S,2,Angus,Cononsyth Farms Limited
CARA,S,1.1,Aberdeen,IPM Potato Group Ltd
ROOSTER,PB,2.42,Ross,IPM Potato Group Ltd
CARA,S,1.5,Angus,Cononsyth Farms Limited
SAGITTA,PB,4.39,Nairn,HZPC UK Limited
BURREN,S,0.8,Aberdeen,IPM Potato Group Ltd
GWENNE,PB,0.14,Aberdeen,Germicopa UK Ltd
MARIS PIPER,S,1.6,Angus,Cononsyth Farms Limited
GEORGINA,PB,0.9,Aberdeen,Branston Ltd
BURREN,SE,7.1,Aberdeen,IPM Potato Group Ltd
ROYAL,PB,0.49,Nairn,McCain Potatoes
MARIS BARD,S,3.8,Aberdeen,Cygnet PEP Ltd
VR 808,S,6.3,Moray,Stet Potato Ltd for Saltire Seed Ltd
GEORGINA,S,0.1,Aberdeen,Branston Ltd
VR 808,S,3.9,Moray,Stet Potato Ltd for Saltire Seed Ltd
SLANEY,PB,1.78,Nairn,IPM Potato Group Ltd
EUROSTAR,PB,0.36,Aberdeen,Stet Potato Ltd
EUROSTAR,PB,1.1,Aberdeen,Stet Potato Ltd
JAZZY,PB,2.54,Nairn,Meijer Potato UK
MARIS PEER,PB,0.5,Aberdeen,A T Wilson & Co
ACCORD,PB,1.32,Nairn,Meijer Potato UK
ATLANTIC,S,0.6,Banff,Cygnet PEP Ltd
VR 808,S,3.8,Moray,Stet Potato Ltd for Saltire Seed Ltd
MARIS PEER,PB,1.7,Aberdeen,A T Wilson & Co
ATLANTIC,S,6.7,Banff,Cygnet PEP Ltd
MARIS PEER,PB,0.25,Aberdeen,A T Wilson & Co
VR 808,S,3.8,Moray,Stet Potato Ltd for Saltire Seed Ltd
ROYAL,S,4.4,Nairn,McCain Potatoes
VR 808,S,3.7,Moray,Stet Potato Ltd for Saltire Seed Ltd
LA STRADA,PB,1.5,Aberdeen,Cygnet PEP Ltd
MOZART,PB,2.6,Nairn,HZPC UK Limited
MARIS PIPER,PB,0.018,Ross,Messrs W O Gordon Bindal & Co
VR 808,S,2.6,Moray,Stet Potato Ltd for Saltire Seed Ltd
VR 808,S,0.6,Moray,Stet Potato Ltd for Saltire Seed Ltd
TYSON,PB,0.86,Nairn,Stet for Greenvale AP
BRITISH QUEEN,PB,0.034,Ross,Messrs W O Gordon Bindal & Co
VR 808,S,0.4,Moray,Stet Potato Ltd for Saltire Seed Ltd
TYSON,PB,4.04,Nairn,Stet for Greenvale AP
VR 808,S,0.4,Moray,Stet Potato Ltd for Saltire Seed Ltd
VR 808,S,2.7,Moray,Stet Potato Ltd for Saltire Seed Ltd
KING EDWARD,PB,1.7,Nairn,Craggie Farm Ltd
SHELFORD,S,2.3,Moray,Saltire Seed Ltd
KING EDWARD,S,3.4,Nairn,Craggie Farm Ltd
SHELFORD,S,2.5,Moray,Saltire Seed Ltd
SHELFORD,S,2.1,Moray,Saltire Seed Ltd
RUSSET BURBANK,S,4.4,Nairn,McCain Potatoes
KING RUSSET,S,5.3,Nairn,McCain Potatoes
TAURUS,PB,1.75,Nairn,HZPC UK Limited
BROOKE,S,2.2,Moray,Saltire Seed Ltd
VIVALDI,PB,0.013,Ross,HZPC UK Limited
BROOKE,S,3.9,Moray,Saltire Seed Ltd
BROOKE,S,3.8,Moray,Saltire Seed Ltd
BROOKE,S,3.5,Moray,Saltire Seed Ltd
MARIS PIPER,S,4,Ross,A & P Grewar (Black Isle)
GALACTICA,PB,0.016,Ross,IPM Potato Group Ltd
BROOKE,S,5,Moray,Saltire Seed Ltd
BROOKE,S,4.8,Moray,Saltire Seed Ltd
ROOSTER,S,0.9,Moray,IPM Potato Group Ltd
ROOSTER,SE,1.4,Moray,IPM Potato Group Ltd
ARSENAL,S,0.5,Moray,Agrico UK Ltd
MARIS PIPER,S,4.7,Ross,A & P Grewar (Black Isle)
ARSENAL,SE,2.8,Moray,Agrico UK Ltd
CASABLANCA,PB,0.08,Aberdeen,Cygnet Potato Breeders Ltd
PREMIERE,SE,0.8,Moray,Agrico UK Ltd
MARIS PIPER,S,1.3,Ross,A & P Grewar (Black Isle)
CARA,PB,0.018,Ross,IPM Potato Group Ltd
PREMIERE,S,0.3,Moray,Agrico UK Ltd
PREMIERE,SE,0.5,Moray,Agrico UK Ltd
RUSSET BURBANK,PB,0.08,Aberdeen,McCain Potatoes
KING RUSSET,PB,0.1,Aberdeen,McCain Potatoes
MORENE,PB,0.16,Aberdeen,McCain Potatoes
ARSENAL,S,0.1,Sutherland,Agrico UK Ltd
MARABEL,S,3.9,Ross,Albert Bartlett & Sons (Airdrie) Ltd
ATLANTIC,PB,0.04,Aberdeen,Grampian Growers
KING RUSSET,S,0.1,Sutherland,McCain Potatoes
ATLANTIC,PB,0.01,Aberdeen,A G Norrie & Sons
BROOKE,S,0.3,Sutherland,Saltire Seed Ltd
KING EDWARD,S,3,Nairn,Craggie Farm Ltd
BROOKE,S,0.6,Sutherland,Saltire Seed Ltd
INNOVATOR,PB,0.25,Aberdeen,McCain Potatoes
BROOKE,S,2.8,Sutherland,Saltire Seed Ltd
KING EDWARD,PB,1.2,Nairn,Craggie Farm Ltd
VR 808,S,0.5,Sutherland,Stet Potato Ltd for Saltire Seed Ltd
TAURUS,S,1,Nairn,HZPC UK Limited
SH C 909,S,0.5,Sutherland,Stet Potato Ltd for Saltire Seed Ltd
VERDI,PB,0.04,Aberdeen,Solana Seeds United Kingdom Ltd
LILLY,PB,1.88,Nairn,Solana Seeds United Kingdom Ltd
VERDI,PB,0.16,Aberdeen,Solana Seeds United Kingdom Ltd
ELECTRA,PB,0.37,Nairn,IPM Potato Group Ltd
KENNEBEC,S,0.3,Banff,Gray Farms Ltd
BROOKE,PB,0.08,Aberdeen,Saltire Seed Ltd
SLANEY,PB,0.51,Nairn,IPM Potato Group Ltd
SPUNTA,S,0.1,Banff,Gray Farms Ltd
ORCHESTRA,PB,0.51,Nairn,Meijer Potato UK
DESIREE,S,0.1,Banff,Gray Farms Ltd
ATLANTIC,S,0.3,Banff,Gray Farms Ltd
JELLY,S,0.8,Nairn,Europlant for Greenvale AP
MANHATTAN,PB,0.5,Aberdeen,Cygnet Potato Breeders Ltd
VR 808,PB,0.87,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd
LADY ALICIA,PB,0.053,Ross,Meijer Potato UK
DESIREE,S,0.8,Banff,Gray Farms Ltd
VR 808,PB,0.17,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd
LADY ALICIA,PB,0.012,Ross,Meijer Potato UK
LADY ALICIA,PB,0.045,Ross,Meijer Potato UK
ATLANTIC,S,0.7,Banff,Gray Farms Ltd
LADY JANE,PB,0.007,Ross,Meijer Potato UK
ELLAND,PB,0.9,Ross,Cygnet Potato Breeders Ltd
HERMES,S,0.3,Banff,Gray Farms Ltd
LADY JANE,PB,0.005,Ross,Meijer Potato UK
LADY ANNA,PB,0.015,Ross,Meijer Potato UK
MARIS PIPER,PB,0.81,Nairn,Craggie Farm Ltd
LADY ANNA,PB,0.02,Ross,Meijer Potato UK
SPUNTA,S,0.1,Banff,Gray Farms Ltd
BURREN,PB,2.05,Nairn,IPM Potato Group Ltd
ALANIS,PB,0.65,Ross,Cygnet Potato Breeders Ltd
NECTAR,PB,1.98,Nairn,IPM Potato Group Ltd
BROOKE,PB,0.3,Aberdeen,Saltire Seed Ltd
ELECTRA,PB,1.35,Nairn,IPM Potato Group Ltd
EMILY,S,0.2,Banff,Cullen Allen Ltd
BROOKE,PB,0.17,Aberdeen,Saltire Seed Ltd
PREMIERE,PB,1.02,Ross,McCain Potatoes
MARIS PEER,PB,0.05,Aberdeen,A G Norrie & Sons
ADIB,S,0.1,Banff,Cullen Allen Ltd
INNOVATOR,PB,0.7,Aberdeen,McCain Potatoes
KING EDWARD,PB,0.34,Ross,A & P Grewar (Black Isle)
RAMOS,PB,0.64,Nairn,Stet Potato Ltd
ROYAL,PB,0.6,Aberdeen,McCain Potatoes
MARIS PIPER,PB,0.78,Ross,A & P Grewar (Black Isle)
CAMEL,PB,0.41,Nairn,Stet Potato Ltd
MORENE,PB,0.4,Aberdeen,McCain Potatoes
KENNEBEC,S,1,Banff,Gray Farms Ltd
VERDI,PB,0.7,Aberdeen,Solana Seeds United Kingdom Ltd
SH C 1010,PB,0.87,Nairn,Stet Potato Ltd
VIVALDI,PB,0.77,Ross,HZPC UK Limited
CASABLANCA,PB,0.7,Aberdeen,Cygnet Potato Breeders Ltd
RUSSET BURBANK,PB,0.6,Aberdeen,McCain Potatoes
MOZART,PB,0.53,Nairn,HZPC UK Limited
TYSON,PB,0.6,Ross,Greenvale AP
ATLANTIC,PB,0.2,Aberdeen,Grampian Growers
LA STRADA,PB,0.9,Aberdeen,Cygnet PEP Ltd
JELLY,PB,1.21,Ross,Greenvale AP
ATLANTIC,PB,3,Aberdeen,Cygnet PEP Ltd
ATLANTIC,PB,0.2,Aberdeen,A G Norrie & Sons
BABYLON,PB,0.27,Nairn,Agrico UK Ltd
ATLANTIC,PB,2,Aberdeen,Cygnet PEP Ltd
ARSENAL,PB,0.25,Aberdeen,Agrico UK Ltd
MANITOU,PB,0.3,Ross,Agrico UK Ltd
FONTANE,PB,1.04,Nairn,Agrico UK Ltd
SPUNTA,PB,0.01,Banff,Gray Farms Ltd
ATLANTIC,PB,0.75,Aberdeen,Cygnet PEP Ltd
ATLANTIC,PB,0.25,Aberdeen,Strathmore Potatoes Ltd
MARKIES,PB,0.22,Nairn,Agrico UK Ltd
ROYAL,PB,0.75,Ross,McCain Potatoes
VR 808,PB,1.8,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd
LANORMA,PB,0.3,Aberdeen,Branston Ltd
LADY ROSETTA,PB,0.5,Nairn,Cygnet PEP Ltd
ROOSTER,PB,0.56,Ross,IPM Potato Group Ltd
ATLANTIC,PB,0.06,Banff,Gray Farms Ltd
LANORMA,S,2.2,Aberdeen,Branston Ltd
LA STRADA,PB,0.47,Nairn,Cygnet PEP Ltd
SPECTRA,PB,0.22,Ross,Agrico UK Ltd
DESIREE,PB,0.01,Banff,Gray Farms Ltd
SPECTRA,PB,2.1,Aberdeen,Agrico UK Ltd
AMANDA,PB,0.77,Ross,Solana Seeds United Kingdom Ltd
NECTAR,PB,1.36,Ross,IPM Potato Group Ltd
MELODY,PB,1.4,Nairn,Meijer Potato UK
KING RUSSET,PB,0.12,Ross,McCain Potatoes
ALEXANDRA,PB,0.67,Ross,Albert Bartlett & Sons (Airdrie) Ltd
MIRANDA,PB,0.71,Nairn,Solana Seeds United Kingdom Ltd
LA STRADA,PB,1.2,Aberdeen,Cygnet PEP Ltd
BUFFALO,PB,0.15,Aberdeen,IPM Potato Group Ltd
ELECTRA,PB,0.65,Ross,IPM Potato Group Ltd
BUFFALO,PB,0.75,Aberdeen,IPM Potato Group Ltd
MARIS PEER,PB,0.56,Ross,A & P Grewar (Black Isle)
KING EDWARD,PB,0.23,Nairn,Craggie Farm Ltd
MARIS PIPER,PB,0.06,Nairn,Craggie Farm Ltd
COMMANDO,PB,0.2,Nairn,IPM Potato Group Ltd
BURREN,PB,0.66,Nairn,IPM Potato Group Ltd
MARABEL,S,0.4,Ross,Albert Bartlett & Sons (Airdrie) Ltd
RAMOS,PB,3,Aberdeen,Stet Potato Ltd
ELFE,PB,0.52,Ross,Albert Bartlett & Sons (Airdrie) Ltd
NECTAR,PB,0.97,Nairn,IPM Potato Group Ltd
MANITOU,PB,0.15,Aberdeen,Agrico UK Ltd
MANITOU,PB,2.3,Aberdeen,Agrico UK Ltd
ELECTRA,PB,0.58,Nairn,IPM Potato Group Ltd
DESIREE,PB,0.29,Ross,Grampian Growers
SH C 1010,PB,0.35,Aberdeen,Stet Potato Ltd
RUSSET BURBANK,PB,0.69,Nairn,McCain Potatoes
CHARLOTTE,PB,0.53,Ross,A & P Grewar (Black Isle)
CHARLOTTE,PB,0.05,Aberdeen,A T Wilson & Co
MIRANDA,PB,1.87,Nairn,Solana Seeds United Kingdom Ltd
CHARLOTTE,PB,0.05,Aberdeen,Alan Twatt (Potatoes) Ltd
CHARLOTTE,PB,0.4,Aberdeen,Alan Twatt (Potatoes) Ltd
CHARLOTTE,PB,1.2,Aberdeen,A T Wilson & Co
ATLANTIC,PB,0.26,Ross,Grampian Growers
SPUNTA,SE,4,Banff,Alan Twatt (Potatoes) Ltd
SPUNTA,S,2.3,Banff,Alan Twatt (Potatoes) Ltd
INNOVATOR,PB,0.31,Ross,HZPC UK Limited
HERMES,S,1.5,Banff,Alan Twatt (Potatoes) Ltd
GEMSON,PB,0.27,Ross,Grampian Growers
CARA,SE,3.4,Banff,Alan Twatt (Potato Merchants) Ltd
HERMES,PB,0.57,Ross,Wolds Produce Ltd
LADY ROSETTA,PB,0.24,Ross,Wolds Produce Ltd
CARA,SE,14.2,Banff,Alan Twatt (Potato Merchants) Ltd
CARA,S,2.8,Banff,Alan Twatt (Potato Merchants) Ltd
LA VIE,PB,0.46,Ross,Albert Bartlett & Sons (Airdrie) Ltd
CARA,SE,2.9,Banff,Alan Twatt (Potato Merchants) Ltd
CARA,S,2.6,Banff,Alan Twatt (Potato Merchants) Ltd
CARA,S,7.5,Banff,Alan Twatt (Potato Merchants) Ltd
SIENA,PB,0.11,Ross,Mercian Limited
ATLANTIC,S,10,Banff,Alan Twatt (Potatoes) Ltd
BURREN,SE,0.4,Banff,IPM Potato Group Ltd
ATLANTIC,SE,5,Banff,Alan Twatt (Potatoes) Ltd
ATLANTIC,S,0.6,Banff,Alan Twatt (Potatoes) Ltd
BURREN,SE,1,Banff,IPM Potato Group Ltd
DESIREE,S,4.7,Banff,Alan Twatt (Potatoes) Ltd
DESIREE,S,1.5,Banff,Alan Twatt (Potatoes) Ltd
HERMES,PB,0.2,Aberdeen,IPM Potato Group Ltd
HERMES,S,4.5,Banff,Alan Twatt (Potatoes) Ltd
BURREN,SE,6,Banff,IPM Potato Group Ltd
HERMES,PB,0.12,Aberdeen,Cullen Allen Ltd
CARA,S,6.8,Aberdeen,Alan Twatt (Potato Merchants) Ltd
HERMES,PB,0.2,Aberdeen,Strathmore Potatoes Ltd
ASTERIX,S,4.9,Aberdeen,HZPC for Greenvale AP
HERMES,PB,1.1,Aberdeen,Cygnet PEP Ltd
CARA,S,5.3,Aberdeen,Alan Twatt (Potato Merchants) Ltd
HERMES,PB,2.2,Aberdeen,Cygnet PEP Ltd
JAZZY,S,8.3,Aberdeen,Meijer Potato UK
HERMES,PB,1.8,Aberdeen,IPM Potato Group Ltd
HERMES,PB,0.8,Aberdeen,Strathmore Potatoes Ltd
KINGSMAN,SE,3.6,Perth,Cygnet Potato Breeders Ltd
KINGSMAN,SE,3.4,Perth,Cygnet Potato Breeders Ltd
KINGSMAN,S,1.1,Angus,Cygnet Potato Breeders Ltd
MANHATTAN,PB,0.75,Aberdeen,Cygnet Potato Breeders Ltd
MANHATTAN,PB,1.5,Aberdeen,Cygnet Potato Breeders Ltd
BROOKE,S,2.3,Aberdeen,Saltire Seed Ltd
HERMES,PB,2.7,Aberdeen,Saltire Seed Ltd
RED DUKE OF YORK,PB,0.35,Aberdeen,A G Norrie & Sons
DUKE OF YORK,PB,0.6,Aberdeen,A G Norrie & Sons
BALTIC ROSE,PB,0.4,Aberdeen,Cullen Allen Ltd
NIETA,PB,0.6,Aberdeen,Bennett Seed Exports Ltd
ADIB,PB,0.4,Aberdeen,Cullen Allen Ltd
PENTLAND DELL,PB,0.7,Aberdeen,McCain Potatoes
CULTRA,PB,1.2,Aberdeen,Cullen Allen Ltd
MARIS PIPER,PB,2,Aberdeen,A G Norrie & Sons
KING RUSSET,PB,0.1,Aberdeen,McCain Potatoes
KING RUSSET,S,0.8,Aberdeen,McCain Potatoes
GEMSON,PB,1.2,Aberdeen,Grampian Growers
KING RUSSET,S,1.3,Aberdeen,McCain Potatoes
ROYAL,S,2,Aberdeen,McCain Potatoes
ARSENAL,PB,1,Aberdeen,Agrico UK Ltd
PICASSO,PB,1.1,Aberdeen,Agrico UK Ltd
VERDI,PB,0.65,Aberdeen,Solana Seeds United Kingdom Ltd
KING RUSSET,S,0.7,Aberdeen,McCain Potatoes
SAGITTA,PB,2.54,Inverness,HZPC UK Limited
PANTHER,PB,1.41,Inverness,HZPC UK Limited
PANTHER,PB,1.92,Inverness,HZPC UK Limited
BABYLON,PB,2.6,Inverness,Agrico UK Ltd
EUROSTAR,PB,1.1,Inverness,Stet Potato Ltd
BABY LOU,PB,0.4,Inverness,Solana Seeds United Kingdom Ltd
BABY LOU,PB,1.63,Inverness,Solana Seeds United Kingdom Ltd
LILLY,PB,0.97,Inverness,Solana Seeds United Kingdom Ltd
LADY TERRA,PB,1.3,Inverness,Meijer Potato UK
TAURUS,PB,1.08,Inverness,HZPC UK Limited
KING RUSSET,PB,0.82,Inverness,McCain Potatoes
MARKIES,PB,3.2,Nairn,Agrico UK Ltd
JAZZY,PB,0.92,Nairn,Meijer Potato UK
AMBO,S,0.8,Perth,IPM Potato Group Ltd
ARRAN VICTORY,S,0.6,Perth,J G Skea
AXONA,S,0.9,Angus,Skea Organics
AXONA,S,0.2,Angus,J G Skea
VERDI,PB,0.2,Aberdeen,Solana Seeds United Kingdom Ltd
OPAL,PB,0.8,Aberdeen,Solana Seeds United Kingdom Ltd
SORAYA,PB,0.95,Aberdeen,Cullen Allen Ltd
BAMBINO,SE,0.2,Perth,Cygnet Potato Breeders Ltd
ATLANTIC,PB,1.1,Aberdeen,Grampian Growers
BAMBINO,S,1.6,Perth,Cygnet Potato Breeders Ltd
INNOVATOR,S,1.7,Aberdeen,McCain Potatoes
BLAUE ANNELIESE,S,0.1,Angus,J G Skea
KING RUSSET,S,1.8,Aberdeen,McCain Potatoes
BLUE DANUBE,S,0.1,Angus,J G Skea
PIROL,S,3.8,Aberdeen,Saltire Seed Ltd
BLUE DANUBE,E,0.2,Angus,Skea Organics
VR 808,PB,0.4,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd
VR 808,PB,0.4,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd
RUSSET BURBANK,S,0.6,Aberdeen,McCain Potatoes
RUSSET BURBANK,S,2.5,Aberdeen,McCain Potatoes
CARA,S,1.2,Angus,J G Skea
CASABLANCA,S,2.1,Angus,Cygnet Potato Breeders Ltd
MORENE,S,2.3,Aberdeen,McCain Potatoes
COLLEEN,E,1.3,Angus,IPM Potato Group Ltd
COLLEEN,E,1.6,Angus,IPM Potato Group Ltd
COLLEEN,SE,0.1,Angus,IPM Potato Group Ltd
GATSBY,SE,0.9,Angus,Cygnet Potato Breeders Ltd
GATSBY,S,0.3,Angus,Cygnet Potato Breeders Ltd
GOLDEN WONDER,SE,0.2,Perth,J G Skea
ATLANTIC,PB,0.5,Aberdeen,A G Norrie & Sons
HEIDEROT,S,0.1,Angus,J G Skea
KIFLI,SE,0.2,Angus,Skea Organics
KIFLI,S,0.1,Angus,J G Skea
MARIS BARD,E,0.7,Angus,J G Skea
MARIS PEER,E,2,Angus,J G Skea
ORLA,S,2.4,Perth,IPM Potato Group Ltd
RECORD,SE,0.2,Perth,J G Skea
RED DUKE OF YORK,SE,0.6,Angus,J G Skea
SANTE,E,0.7,Angus,J G Skea
SARPO MIRA,E,3.4,Angus,J G Skea
SARPO MIRA,E,1.7,Angus,J G Skea
SARPO MIRA,S,0.4,Angus,J G Skea
SARPO UNA,E,0.4,Angus,J G Skea
SARPO UNA,S,0.2,Angus,J G Skea
SETANTA,S,3.7,Perth,Skea Organics
SETANTA,SE,0.1,Angus,IPM Potato Group Ltd
YUKON GOLD,E,0.6,Angus,J G Skea
AGRIA,S,0.1,Angus,Agrico UK Ltd
ALOUETTE,S,0.1,Angus,Agrico UK Ltd
BABYLON,S,0.1,Angus,Agrico UK Ltd
TWISTER,E,0.1,Angus,Agrico UK Ltd
MARIS PEER,S,0.8,Angus,R B & R S Arbuckle
MARIS PEER,S,0.8,Angus,R B & R S Arbuckle
MARIS PEER,S,4.4,Angus,R B & R S Arbuckle
LADY ROSETTA,SE,1.3,Moray,Meijer Potato UK
TAURUS,PB,1.02,Nairn,HZPC UK Limited
MOZART,PB,0.16,Nairn,HZPC UK Limited
HERMES,S,2.2,Angus,Grampian Growers
LA STRADA,PB,0.09,Nairn,Cygnet PEP Ltd
LADY ROSETTA,PB,0.09,Nairn,Cygnet PEP Ltd
KING RUSSET,PB,0.11,Nairn,McCain Potatoes
RUSSET BURBANK,PB,0.08,Nairn,McCain Potatoes
NECTAR,PB,0.07,Nairn,IPM Potato Group Ltd
TYSON,PB,0.05,Nairn,Stet for Greenvale AP
COMMANDO,PB,1.42,Nairn,IPM Potato Group Ltd
JELLY,PB,2.3,Nairn,Europlant for Greenvale AP
BABY LOU,PB,1.26,Nairn,Solana Seeds United Kingdom Ltd
KING EDWARD,PB,0.03,Nairn,Craggie Farm Ltd
MARIS PIPER,PB,0.01,Nairn,Craggie Farm Ltd
ROYAL,PB,0.05,Nairn,McCain Potatoes
BURREN,PB,0.07,Nairn,IPM Potato Group Ltd
SLANEY,PB,0.05,Nairn,IPM Potato Group Ltd
ELECTRA,PB,0.09,Nairn,IPM Potato Group Ltd
COMMANDO,PB,0.07,Nairn,IPM Potato Group Ltd
BABY LOU,PB,0.11,Nairn,Solana Seeds United Kingdom Ltd
MIRANDA,PB,0.18,Nairn,Solana Seeds United Kingdom Ltd
LILLY,PB,0.11,Nairn,Solana Seeds United Kingdom Ltd
BABYLON,PB,0.03,Nairn,Agrico UK Ltd
FONTANE,PB,0.2,Nairn,Agrico UK Ltd
MARKIES,PB,0.04,Nairn,Agrico UK Ltd
JELLY,PB,0.18,Nairn,Europlant for Greenvale AP
KARELIA,PB,0.18,Nairn,Greenvale AP
ORCHESTRA,PB,0.09,Nairn,Meijer Potato UK
SAGITTA,PB,0.93,Nairn,HZPC UK Limited
PANTHER,PB,0.18,Nairn,HZPC UK Limited
LADY TERRA,PB,0.17,Nairn,Meijer Potato UK
HERMES,SE,1.7,Angus,Robert J S Doig Ltd
HERMES,E,3,Angus,Robert J S Doig Ltd
CARA,SE,1.9,Angus,Robert J S Doig Ltd
MARIS PIPER,S,4.2,Perth,MFPotatoes Ltd
MARKIES,S,1.2,Angus,Agrico UK Ltd
PICASSO,S,1,Angus,Agrico UK Ltd
ARSENAL,S,0.9,Angus,Agrico UK Ltd
HERMES,SE,3.3,Angus,D Grant & Sons
ARSENAL,S,0.3,Angus,Agrico UK Ltd
ARSENAL,S,5.4,Angus,Agrico UK Ltd
CARA,E,4,Angus,D Grant & Sons
HERMES,SE,3.8,Angus,D Grant & Sons
HERMES,E,3,Angus,D Grant & Sons
CARA,SE,2.3,Angus,D Grant & Sons
HERMES,S,1.8,Angus,D Grant & Sons
CARA,E,3.8,Angus,D Grant & Sons
HERMES,E,1.8,Angus,D Grant & Sons
MARIS PIPER,S,6.4,Perth,MFPotatoes Ltd
MARIS PIPER,S,5.3,Perth,MFPotatoes Ltd
MARIS PIPER,S,0.8,Angus,Alex J Breckenridge
MARIS PIPER,S,3.2,Angus,Alex J Breckenridge
MARIS PIPER,S,6.4,Perth,MFPotatoes Ltd
ROYAL,SE,7.4,Perth,McCain Potatoes
MARIS PIPER,E,1.7,Perth,MFPotatoes Ltd
PICASSO,S,6.6,Angus,Agrico UK Ltd
PICASSO,SE,1.6,Angus,Agrico UK Ltd
MARKIES,S,7.8,Angus,Agrico UK Ltd
MARIS PIPER,SE,4.3,Perth,MFPotatoes Ltd
MARKIES,SE,5,Angus,Agrico UK Ltd
MARIS PIPER,S,3.6,Perth,MFPotatoes Ltd
ARSENAL,S,2,Angus,Agrico UK Ltd
GEMSON,S,3.5,Angus,Grampian Growers
MARIS PIPER,S,1.6,Perth,MFPotatoes Ltd
MARIS PIPER,SE,2.1,Perth,MFPotatoes Ltd
AGRIA,PB,0.05,Banff,Agrico UK Ltd
AGRIA,S,0.3,Banff,Agrico UK Ltd
AGRIA,SE,1.1,Banff,Agrico UK Ltd
AGRIA,S,2,Banff,Agrico UK Ltd
ALOUETTE,E,1,Angus,Agrico UK Ltd
BLAUE ANNELIESE,S,1.2,Angus,J G Skea
GEMSON,SE,3.2,Kincardine,Grampian Growers
CAROLUS,S,1,Angus,Agrico UK Ltd
GEMSON,S,0.7,Kincardine,Grampian Growers
HEIDEROT,SE,0.9,Angus,J G Skea
JAVA,S,0.1,Angus,IPM Potato Group Ltd
VITABELLA,S,0.3,Angus,McCreight Potatoes Ltd
TWINNER,S,1.4,Angus,Agrico UK Ltd
SUNSET,S,0.6,Perth,J G Skea
CHARLOTTE,S,1.8,Angus,J G Skea
AXONA,S,0.1,Angus,J G Skea
SARPO MIRA,S,0.1,Angus,J G Skea
SARPO UNA,S,0.1,Angus,J G Skea
ALOUETTE,S,1.3,Angus,Agrico UK Ltd
MARIS PEER,E,4.5,Kincardine,Grampian Growers
MANITOU,S,4.6,Fife,Agrico UK Ltd
MANITOU,S,1.2,Fife,Agrico UK Ltd
MANITOU,S,7.2,Fife,Agrico UK Ltd
MARIS PIPER,S,7.4,Fife,Beley Farms Ltd
ALANIS,SE,0.3,Angus,Cygnet Potato Breeders Ltd
NAVAN,S,3.4,Angus,Cygnet Potato Breeders Ltd
MARIS PIPER,S,2.9,Fife,Beley Farms Ltd
MARIS PIPER,S,4.6,Fife,Beley Farms Ltd
MARIS PIPER,S,4.6,Fife,Beley Farms Ltd
INNOVATOR,SE,17.3,Kincardine,McCain Potatoes
MARIS PIPER,S,2.4,Fife,Beley Farms Ltd
INNOVATOR,S,2.5,Fife,McCain Potatoes
KING RUSSET,S,3.2,Kincardine,McCain Potatoes
ROYAL,S,3.5,Fife,McCain Potatoes
ROYAL,S,1.6,Fife,McCain Potatoes
DAISY,S,8.9,Kincardine,McCain Potatoes
CARA,SE,5.9,Fife,IPM Potato Group Ltd
BANBA,SE,9.6,Fife,IPM Potato Group Ltd
ROYAL,S,15.4,Kincardine,McCain Potatoes
NECTAR,SE,5.7,Fife,IPM Potato Group Ltd
CARA,SE,1,Fife,IPM Potato Group Ltd
ROYAL,S,11.8,Kincardine,McCain Potatoes
DAISY,S,3.6,Kincardine,McCain Potatoes
BANBA,S,1.4,Fife,IPM Potato Group Ltd
MANHATTAN,S,2.4,Fife,Cygnet Potato Breeders Ltd
DAISY,S,3.3,Kincardine,McCain Potatoes
SAXON,S,1.5,Perth,Cygnet Potato Breeders Ltd
GATSBY,SE,0.5,Perth,Cygnet Potato Breeders Ltd
GATSBY,SE,1.5,Perth,Cygnet Potato Breeders Ltd
KINGSMAN,S,0.6,Perth,Cygnet Potato Breeders Ltd
MARIS PIPER,S,10,Angus,Gowanbank Farm Ltd
MARIS PIPER,SE,12,Angus,Gowanbank Farm Ltd
MARKIES,S,0.6,Aberdeen,Agrico UK Ltd
MARKIES,SE,4,Aberdeen,Agrico UK Ltd
MARIS PIPER,S,9.3,Angus,Gowanbank Farm Ltd
MARIS PIPER,S,8.6,Angus,Gowanbank Farm Ltd
SLANEY,SE,2.1,Angus,IPM Potato Group Ltd
MARIS PEER,PB,0.45,Ross,A & P Grewar (Black Isle)
